Gene	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
RSRC2	43.825	52.103	75.147	77.095	18.525	36.549
CIITA	200.67	5.462	14.189	18.53	1.0138	63.344
C6orf1	66.546	50.657	67.068	6.3099	69.548	42.998
TMX1	39.643	44.599	79.711	60.836	33.655	44.648
STX16	26.099	76.981	70.948	54.664	53.274	21.07
DDX49	4.8494	51.1	40.169	42.11	141.22	23.493
GLT8D1	36.495	28.528	40.844	10.642	167.9	18.524
DCK	88.744	77.944	69.769	6.6837	12.98	46.731
BCKDHA	69.425	66.312	70.181	6.1247	16.061	74.695
PCGF5	56.874	51.769	101.33	6.9047	11.151	74.644
EMCN	0.584	2.1396	0.80403	298.47	0.076249	0.47621
ELN	0	0	0	0	302.47	0
PITHD1	80.364	57.613	64.402	39.629	18.397	41.978
CIAO1	40.119	74.316	93.297	20.79	36.154	37.614
HNRNPA3	59.527	65.25	66.459	44.95	27.014	38.992
CRABP2	1.5601	1.3296	0.33296	0	298.79	0.17561
FABP4	0	0.57411	0.30319	268.1	0	32.979
VAMP7	4.6141	78.512	70.424	65.261	47.918	34.808
GTF3C5	16.766	45.645	51.32	87.026	72.904	27.797
SLC16A3	5.717	37.794	22.715	77.203	8.9522	148.72
TIMM13	31.362	49.608	22.671	105.27	61.448	30.726
RAB7L1	82.382	44.842	85.93	36.904	29.587	21.404
MAEA	41.615	79.795	59.752	21.662	52.83	45.171
G6PC3	60.527	18.174	11.482	65.722	101.05	43.746
TCERG1	75.293	39.513	44.879	35.715	67.849	37.398
LSM1	37.527	53.505	53.046	47.066	55.439	53.926
FAM104A	60.439	62.999	78.869	63.22	22.002	12.866
RNF168	35.603	65.244	74.69	89.286	17.481	18.067
CD84	29.26	76.935	117.13	4.8338	6.1401	66.059
DDB2	73.608	49.79	61.422	61.526	26.561	27.407
MPC1	13.197	61.878	64.516	36.506	56.524	67.687
TAZ	65.306	55.707	37.618	10.252	98.031	33.289
PPP6C	76.057	64.315	40.735	56.068	33.094	29.932
ACSL5	46.284	61.929	110.41	33.732	17.968	29.86
SZRD1	27.088	72.813	49.305	50.324	61.885	38.435
SCAF11	91.058	64.818	59.352	37.526	18.975	28.038
MRPL54	66.682	84.433	56.974	37.372	11.664	42.635
CLEC7A	12.087	37.129	22.121	19.342	3.6299	205.44
AGXT2L2	67.351	67.826	78.82	45.831	14.794	25.08
RNF166	12.983	94.537	105.09	52.895	0	33.888
NCF2	31.949	5.2625	2.993	0	0	259.05
TNFRSF4	0	273.77	10.742	12.292	0	2.2121
LETMD1	67.329	64.243	68.039	26.706	52.35	20.349
CMAS	52.767	36.73	43.342	92.614	29.987	43.424
SRRM1	72.057	66.64	67.085	22.989	24.26	45.77
TIMM17A	22.394	61.009	67.038	71.038	50.271	27.037
UBE2J1	138.37	37.724	28.507	45.135	27.849	21.138
POU2AF1	252.5	15.721	15.907	3.9556	6.7288	3.8731
NDEL1	26.009	82.858	55.122	23.405	78.377	32.68
MTFP1	64.837	51.734	82.197	12.604	42.477	44.554
PRPS2	86.584	57.712	56.22	29.452	18.032	50.402
SLC35B2	74.558	50.327	65.438	8.0565	78.33	21.614
SIRT2	20.57	43.508	46.771	79.06	54.465	53.895
PLSCR3	37.183	75.575	24.611	39.962	106.77	14.066
RAB11B	71.218	59.597	47.229	50.534	36.85	32.662
TGFB1I1	0	1.4054	0.93967	93.74	197.24	4.6973
FAM127B	34.741	30.472	36.361	107.43	67.601	21.332
SGTA	28.222	34.552	34.075	108.05	53.86	39.079
LRRC57	46.463	53.599	78.677	29.742	64.46	24.89
ITSN2	74.811	56.756	80.305	27.087	24.801	33.885
RBBP4	64.699	58.194	68.61	43.698	29.296	33.11
CSRNP1	46.042	69.991	28.211	42.486	30.875	80
ZNF330	13.043	42.048	37.586	128.59	32.632	43.698
YME1L1	63.589	63.922	58.93	29.705	42.751	38.663
LOC91948	42.907	71.439	83.277	61.562	16.634	21.575
NF2	52.606	70.221	64.073	34.259	50.047	26.177
HINT2	52.396	31.627	60.894	75.129	35.517	41.673
IL12RB1	38.114	101.4	96.02	6.9865	5.735	48.954
CCND2	24.362	110.21	139	5.9309	7.12	10.541
S100B	39.029	50.069	27.147	0	45.677	135.19
TXNDC12	33.943	31.021	49.299	64.693	59.76	58.382
COMMD7	11.279	37.068	48.435	108.65	50.515	40.594
SFXN3	5.4861	37.921	19.538	99.556	102.17	31.646
WDR33	55.149	72.921	88.965	30.412	22.615	26.173
PIGH	75.415	67.689	55.283	35.533	45.217	17.095
SPIB	189.09	28.91	28.063	16.66	4.4151	29.065
LSM12	37.273	56.495	66.501	30.698	42.641	62.528
APBB1IP	80.004	84.314	74.892	0	0	56.911
PMAIP1	78.191	82.476	87.627	2.0673	0	45.714
QRICH1	73.376	51.833	95.426	8.8791	36.944	29.566
ELAC2	32.065	38.566	45.995	71.723	80.567	27.091
PSMA5	31.735	89.573	80.956	29.742	15.339	48.579
TMEM183B	34.126	42.159	68.872	7.5847	81.43	61.533
EPSTI1	49.124	63.035	66.808	7.372	11.615	97.695
HBEGF	0.97315	7.748	1.5188	166.94	0	118.42
SLC25A38	84.122	59.135	102.79	23.99	10.96	14.467
NUP98	30.609	67.13	65.794	54.277	44.221	33.337
GPSM3	79.784	85.803	48.356	4.4765	2.6087	74.259
MPHOSPH8	64.203	78.507	61.032	33.125	35.117	23.091
ACLY	34.075	58.389	83.036	41.106	50.047	28.08
HNRNPU	62.714	65.914	72.509	23.124	28.316	42.143
PIK3CD	39.736	97.875	107.77	6.9929	0.36751	41.926
PRKRA	41.203	58.233	54.026	63.362	38.061	39.705
UGDH	48.155	17.353	33.651	50.221	129.43	15.431
ORMDL3	27.911	101.2	96.825	41.233	15.796	11.204
USF1	64.702	52.677	29.788	57.33	52.847	36.793
NIPSNAP3A	17.958	25.835	22.61	179.35	2.8426	45.362
PPP2R3C	89.042	25.399	83.651	41.182	0.10375	54.566
AAR2	42.235	44.724	48.527	26.075	103.01	29.311
PDXDC2P	45.799	36.131	46.543	105.86	45.727	13.393
LOC90834	41.534	66.115	83.9	39.019	38.506	24.223
CMTM3	3.7107	57.616	37.999	24.001	115.21	54.6
CHCHD3	44.655	37.285	49.845	21.977	87.471	51.856
STK10	41.588	92.875	79.148	20.632	9.5288	49.208
LCMT1	61.932	75.687	64.319	29.056	28.144	33.733
PSMD3	66.121	62.575	31.548	34.697	65.151	32.758
SPATA20	45.712	22.236	52.992	42.987	99.459	29.354
SNRPE	46.653	60.703	61.364	42.075	43.552	38.313
RPA1	90.315	62.405	63.619	25.652	33.52	16.854
NTMT1	14.503	79.576	43.517	45.969	73.531	35.161
YWHAH	29.313	25.517	34.058	113.47	25.724	63.819
SRP19	39.897	68.91	54.166	66.795	28.085	33.926
GYG1	23.914	35.792	113.55	27.862	32.441	58.155
ERP44	53.679	40.549	58.169	52.021	32.076	55.176
BLOC1S2	79.785	36.505	49.345	36.753	42.059	47.195
LNPEP	94.348	61.505	90.883	17.002	9.9213	17.955
RAB34	30.721	15.874	8.9646	28.243	129.71	77.893
MBD4	133.97	44.804	48.594	31.004	3.7113	29.318
PLBD1	9.8538	9.7233	0.7196	0	76.695	194.36
GTF2B	51.184	75.505	68.026	31.272	17.319	47.826
CIAPIN1	31.912	41.99	43.718	97.157	48.784	27.565
ECSIT	43.034	59.861	31.468	40.029	95.238	21.486
PSME3	39.763	49.854	72.442	25.233	62.119	41.554
C22orf32	103.21	59.364	41.298	17.353	23.028	46.683
HAUS1	75.342	56.892	29.911	98.105	5.5287	24.904
TMEM41B	77.212	65.327	64.572	29.998	31.04	22.328
C1orf85	13.629	23.364	37.591	42.862	83.234	89.574
NT5C3	62.965	83.35	66.338	35.737	0	41.746
METTL5	28.625	49.498	62.616	48.028	40.285	60.962
DPM2	26.784	49.324	43.078	72.208	49.144	49.088
JAM2	18.944	9.8116	10.592	234.08	11.51	4.5964
LILRB1	80.139	3.2475	8.1997	3.1882	1.6038	193.01
DDX19B	37.862	63.562	45.579	63.518	35.42	43.447
PLEKHF2	167.84	15.343	50.887	19.529	8.3225	27.44
DCTPP1	86.959	50.527	60.198	15.685	30.533	45.387
GAK	24.909	55.392	45.062	105.51	30.021	28.197
USE1	107.03	57.498	41.516	51.541	13.492	17.93
ACTR10	40.713	59.591	70.899	31.318	41.404	44.68
FTSJ1	62.285	35.201	47.393	46.683	60.375	36.649
AMPD2	32.027	34.994	25.884	70.134	56.628	68.919
ELTD1	0	0.41916	0.079229	288.04	0	0
UFD1L	30.541	55.744	45.001	36.642	77.549	43.036
ZNF593	18.385	43.223	30.361	81.859	62.174	52.465
CELF1	70.186	69.263	60.97	32.664	32.589	22.697
UXS1	17.859	49.47	22.183	99.796	58.191	40.588
VAPA	46.488	46.954	46.733	52.977	49.265	45.638
FGFR1OP2	42.722	83.307	86.568	19.534	22.474	33.441
MRPL13	57.411	47.464	42.098	16.69	76.824	47.29
AZIN1	30.825	42.837	86.615	16.06	69.862	41.545
C15orf40	82.66	77.933	60.634	16.215	26.104	24.118
POLDIP3	41.957	52.222	62.372	57.925	49.071	24.087
GRWD1	47.634	50.685	63.966	84.107	29.22	11.965
NR3C1	45.485	87.908	56.997	37.802	32.026	27.293
SLC7A7	63.793	0.81145	0.3792	0	0	222.43
XPOT	10.368	39.544	41.02	81.133	100.3	14.893
DNAJA3	83.875	64.072	53.75	62.039	15.906	7.5525
TGFB3	1.5559	1.2933	2.2146	0	281.71	0.24718
NPTN	40.82	34.932	29.417	44.331	72.641	64.671
ACAT2	56.767	43.399	51.187	77.373	45.352	12.601
PLAU	0.14564	0.073822	0.60612	0	190.07	95.722
ADI1	24.846	74.041	30.731	24.064	78.692	54.233
RBM8A	57.009	52.794	59.957	58.81	23.572	34.28
PSMD9	36.356	69.219	44.125	22.575	81.692	32.442
FAM198B	0.066449	0.079091	0.2124	155.46	102.62	27.653
PLEKHO2	40.992	38.306	63.109	26.104	25.146	92.349
INMT	31.008	37.478	44.455	94.272	61.802	16.567
FCER2	259.94	0.17527	1.2841	0	0	24.048
LMF2	17.001	44.8	48.532	43.212	87.814	43.998
TRIM38	83.909	52.015	57.617	12.306	42.415	37.047
ZNF267	31.001	69.661	46.966	10.207	68.67	58.755
SETX	82.876	32.891	71.903	38.543	43.79	15.231
MIF4GD	59.418	88.082	76.515	0	7.7649	53.071
ELP2	74.717	49.342	70.755	51.726	16.609	21.642
DTX3L	43.536	55.727	70.448	32.446	26.954	55.586
SPTBN1	30.632	26.477	14.117	172.23	39.102	2.0968
USP3	83.65	45.699	44.507	44.424	17.229	49.025
CHMP6	10.323	31.748	49.168	71.963	92.031	28.858
ISOC2	28.346	26.919	24.826	69.092	97.231	37.596
FAM60A	87.816	40.117	72.496	59.18	6.1961	18.154
PSMD12	21.206	43.289	78.798	68.233	31.816	40.6
ZNF581	26.034	32.227	42.6	107.86	53.97	21.238
MED18	41.606	53.595	52.078	25.809	91.141	19.385
SYK	180.11	2.6608	2.3397	1.1718	0.14625	97.073
SMARCB1	104.67	32.518	38.554	12.836	76.224	18.623
EIF2B4	12.497	52.38	44.931	75.709	85.402	12.381
EIF2S2	37.301	52.067	52.686	35.543	62.087	43.318
API5	61.231	61.604	95.999	4.9209	19.071	39.931
CD93	0.038547	0.17652	0.028929	237.93	0	44.555
ROCK1	50.412	55.228	86.797	47.788	12.077	30.351
RARRES1	1.2465	0.10637	0.91583	0	268.39	11.973
TOR1AIP1	64.55	53.233	97.834	7.7519	39.752	19.454
WBP1	30.891	61.209	56.863	61.667	31.6	40.219
CCR1	2.976	13.74	20.399	0	0	245.12
PARL	73.442	36.86	71.873	24.343	12.518	63.126
UBQLN2	47.912	63.902	70.707	49.899	26.224	23.446
ADCK3	30.633	20.01	24.842	126.27	62.964	17.371
OSGEP	92.037	39.083	42.341	0	74.839	33.684
SDHAF1	24.915	30.277	50.586	141.94	11.494	22.631
DCAF11	47.222	89.178	78.758	7.2503	18.63	40.737
TREM1	0.93607	2.2449	1.1421	0	0	277.41
ZBTB8OS	64.438	64.044	39.435	57.166	34.21	22.438
ACTR1B	35.289	121.52	55.903	42.693	13.061	13.124
ALDOC	30.513	124.49	77.68	0	9.1536	39.629
MVD	37.73	29.376	44.455	126.06	17.795	25.998
TARS	65.552	66.45	56.516	26.329	45.493	20.843
PEA15	33.876	14.766	9.735	80.599	75.66	66.423
PRAF2	7.9557	40.09	53.288	69.096	95.289	15.311
CHFR	8.6424	43.704	72.367	96.027	40.729	19.557
RTCA	56.908	55.524	76.07	48.268	7.86	36.33
TRIM21	26.827	59.942	76.799	65.436	5.525	46.37
C7orf73	55.038	42.552	51.935	16.438	88.726	26.144
RUNX1-IT1	34.977	106.4	60.364	1.9365	29.581	47.569
KRT18	49.62	21.48	16.746	68.135	113.37	11.449
RGS14	30.809	103.21	75.357	3.1037	35.285	33.034
TAF12	40.807	62.91	77.546	28.592	23.445	47.235
GPN2	4.3845	34.007	26.263	22.826	158.37	34.57
UBE2D2	97	52.194	61.795	21.934	20.271	27.135
ZNF22	113.99	28.094	76.181	22.871	22.214	16.864
LOC100130231	4.2485	164.5	109.14	0.20363	1.3	0.81889
SNHG7	36.927	26.957	40.826	136.87	25.651	12.681
ARFRP1	39.725	38.527	63.077	80.611	30.46	27.187
SNHG3	81.756	61.786	54.806	39.793	18.195	23.032
ARAP1	21.143	33.422	32.838	26.929	81.753	83.247
PLK2	27.432	6.4467	14.116	113.79	93.656	23.855
PTEN	34.268	68.151	49.67	36.593	47.446	43.142
RNF113A	32.869	76.516	117.14	0	40.522	12.22
SEC24C	48.008	50.612	102.54	16.943	39.079	22.077
SCOC	54.995	50.014	57.292	32.443	33.295	51.215
SNRNP27	65.859	55.201	74.322	7.4928	41.169	35.173
VPS11	26.464	60.983	49.056	41.861	68.58	32.213
BRD3	27.006	40.601	34.817	75.849	74.933	25.887
ATP6V1A	19.993	38.451	58.793	32.893	48.43	80.481
TMEM106C	8.4729	42.985	54.836	43.204	112.35	16.955
C14orf119	27.187	40.239	54.278	100.76	26.763	29.438
SCRN2	26.896	25.155	51.259	111.57	41.104	22.616
MGST1	0	0.64384	0.65144	24.673	226.15	26.461
STAG3L3	45.534	46.988	85.487	71.076	22.724	6.762
ARAF	46.976	53.854	51.261	72.996	15.084	38.211
RALY	54.857	49.279	65.858	45.481	40.963	21.805
BCCIP	75.391	34.487	59.236	54.878	15.528	38.717
MRPL44	88.119	37.436	45.14	40.157	36.507	30.574
ACBD6	38.046	39.992	47.043	94.935	32.449	25.244
PPIG	47.137	65.891	70.39	26.627	27.493	40.043
SDHC	28.409	44.632	59.135	35.448	52.403	57.451
SNAPIN	67.878	67.476	56.46	3.5174	20.321	61.239
FCGR1A	0	1.3912	1.8996	0	0	273.53
SLC24A6	5.9371	72.649	18.879	81.207	72.713	25.389
PPP6R3	36.879	64.824	69.32	57.826	23.245	24.673
MTFMT	49.058	61.092	72.257	39.082	25.164	29.844
RASSF7	94.34	63.402	63.576	29.819	0	25.338
TTC3	73.165	38.903	49.583	33.948	65.476	15.373
DSCR3	20.665	61.434	61.785	65.168	29.631	37.56
DDX41	95.21	59.661	51.219	0	32.975	37.033
LPIN1	52.949	81.335	97.828	23.354	7.4737	13.087
S100A12	0	0.59277	0.091557	0	0	275.17
IFFO1	11.251	40.442	48.43	103.21	5.9098	66.586
POLR2C	72.031	40.898	37.429	9.0892	85.976	30.358
ACSL1	30.427	2.8234	21.745	12.806	39.388	168.58
ECI2	15.221	29.031	72.311	91	36.311	31.886
PBDC1	52.733	38.705	74.811	47.303	26.496	35.658
TOX4	40.134	73.193	76.261	35.374	15.279	35.156
FGD2	144.35	2.052	4.8582	0	0	124.01
SCIMP	165.37	3.6198	5.553	2.7983	1.9589	95.943
TNFAIP8L2-SCNM1	55.762	61.88	71.379	48.114	0.33	37.643
TREX1	76.254	32.32	52.427	67.438	13.467	33.013
MED29	14.692	56.463	63.471	27.2	59.566	53.506
C18orf32	43.424	40.628	66.976	30.04	25.968	67.845
TGFBR2	48.137	33.977	53.226	95.269	27.705	16.404
C4orf52	42.042	41.437	31.248	0	134.55	25.158
MPDU1	23.652	34.894	32.844	119.21	14.982	48.779
NISCH	26.395	54.333	39.792	101.2	36.753	15.861
ARHGAP17	135.66	32.865	13.064	23.035	37.297	32.369
MTCH2	32.887	36.903	57.643	10.205	75.542	60.794
C14orf159	35.342	40.868	52.126	100.1	22.294	23.212
CMPK1	37.595	52.346	49.28	65.395	39.828	29.469
CPXM1	0	0.51377	0.38109	11.048	257.44	4.5137
MPC2	31.847	42.008	49.331	57.516	49.995	43.104
DPAGT1	43.663	33.6	44.659	77.232	47.898	26.604
PHLDA3	0	0.53951	0.34831	143.39	120.58	8.6861
LOC388796	22.793	22.608	48.068	44.571	114.24	20.819
CUL1	98.993	34.216	56.804	21.732	17.922	43.427
DAPK3	18.75	16.245	31.163	119.65	76.994	10.291
IFIT2	54.567	9.4016	22.47	0	3.8299	182.77
PPP1R12A	44.706	58.771	57.557	46.815	30.354	34.654
TRMT2A	34.648	53.482	61.345	40.979	57.117	25.072
MED8	31.077	56.118	44.723	22.391	90.434	27.834
DOCK8	57.34	77.065	101.69	0	0.037499	36.109
WDR54	62.881	94.824	87.777	1.9628	0	24.58
PTP4A3	0.33192	37.036	6.0249	221.37	0	7.1419
SLAMF1	72.147	104.76	60.507	0	0	34.461
TIMM10B	76.306	54.286	75.885	6.9893	30.864	27.526
BRE	46.796	68.862	50.066	40.124	30.616	35.385
CEP57	81.826	54.881	57.146	35.655	33.511	8.5065
HNRPLL	27.663	73.415	106.2	40.965	8.981	14.292
RAP1GDS1	46.495	63.877	46.108	73.677	6.5275	34.74
PPIF	49.086	11.465	40.774	22.51	42.426	104.78
RAD21	34.721	51.074	50.358	71.706	34.903	28.179
GRIPAP1	39.888	65.202	68.093	60.029	10.543	27.133
HIGD1A	48.467	46.647	68.106	42.507	36.228	28.687
CFP	0	2.4945	1.6132	0	0	266.52
FYTTD1	29.452	35.644	66.118	24.436	72.186	42.762
NUDT14	4.4394	35.865	33.762	79.441	83.265	33.453
SUPT16H	57.854	48.443	60.726	41.256	40.136	21.794
ASCC2	26.842	43.811	63.268	44.259	39.763	51.901
MRPL50	30.275	58.326	72.572	36.966	46.697	24.923
PMM1	36.941	55.931	47.659	28.113	75.053	26.024
GNG2	44.545	74.3	96.685	0	10.366	43.808
MALSU1	20.283	45.241	39.487	66.412	68.95	29.226
HNRNPD	24.396	48.537	60.17	54.886	40.489	40.877
NBR1	8.6025	72.158	89.513	42.715	17.663	38.61
CCDC130	26.909	53.39	75.448	82.734	2.2788	28.497
MICAL1	22.534	74.252	69.09	43.065	29.687	30.624
CCR6	189.5	49.676	17.869	4.9482	1.73	5.4962
NMNAT1	53.332	63.709	63.479	44.332	16.075	28.267
SCARB2	13.889	10.264	14.239	38.218	108.62	83.823
C18orf8	56.426	53.276	58.573	51.973	27.386	21.394
DBN1	1.1437	3.7041	14.165	71.075	177.12	1.7594
EPRS	50.753	51.623	55.467	35.749	53.839	21.53
RUVBL1	34.49	85.415	57.731	77.252	0	13.891
ANKRD36B	44.249	88.297	72.466	44.576	12.364	6.7668
LOC284023	46.853	62.881	72.699	33.81	26.195	26.111
ATRX	71.538	50.425	73.735	41.902	16.869	14.024
COA4	32.043	65.773	62.798	10.292	62.253	35.307
CLK4	30.166	38.307	55.835	105.81	22.123	15.976
FMOD	0	0.58749	0.21854	0	267.21	0.0054877
ITGAX	46.116	3.8362	31.745	0.23091	0	185.96
MAGEH1	28.046	115.32	46.546	29.422	44.107	4.3812
CLIC4	54.865	0.51072	4.542	111.5	56.83	39.471
LSMD1	33.585	25.032	27.68	61.973	70.88	48.502
INIP	29.147	51.67	71.621	67.147	10.322	37.662
KCNN4	139.5	39.473	32.365	22.459	0	33.765
USP22	34.242	37.367	28.778	59.964	77.843	29.354
NFKBID	47.147	59.477	34.603	64.495	0	61.82
SH2D2A	5.6182	132.66	122.01	0	6.1335	1.1187
FMNL3	60.961	38.657	36.098	58.221	39.217	34.353
MRPS27	62.874	78.831	55.983	27.069	24.646	18.08
PAN3	68.635	52.39	63.145	49.09	9.3763	24.686
RARS	37.616	40.547	40.311	47.429	64.206	37.162
ITFG3	13.358	18.451	17.773	95.053	104.82	17.722
UTRN	46.444	47.535	65.938	69.508	24.985	12.646
MRP63	39.865	51.148	51.106	44.202	34.767	45.827
DIDO1	51.17	37.082	98.559	46.402	24.134	9.4843
EHMT1	85.743	48.899	43.302	46.761	26.235	15.888
NTAN1	20.236	32.747	25.875	52.019	72.571	63.325
HAUS7	20.56	20.167	37.876	34.851	102.3	51.009
CASC4	43.822	29.889	62.809	45.804	50.046	34.311
GGT5	0	0.3103	0.06056	89.175	157.58	19.501
RMDN3	21.844	23.092	45.757	124.58	22.905	28.44
NLRP1	57.104	64.504	73.874	45.171	3.1024	22.852
IWS1	51.271	60.714	77.13	33.507	23.94	20.025
6-Mar	72.501	52.15	71.251	31.21	14.986	24.3
MAN1B1	33.702	46.103	35.007	89.326	29.592	32.545
ANKHD1	44.984	76.097	75.535	23.998	19.804	25.812
MRPL21	20.793	46.741	39.742	23.275	93.46	42.18
CAMK2D	70.37	44.867	33.075	46.565	36.385	34.885
RAP2B	19.234	39.164	37.704	34.046	23.109	112.81
PPP1R15B	24.541	43.072	53.507	52.772	18.336	73.797
CMC1	12.949	23.447	117.18	40.125	41.11	31.153
RBM22	42.413	24.431	40.067	88.279	34.929	35.776
SRP68	74.987	45.421	66.375	2.6999	61.728	14.664
ZNFX1	29.134	54.264	58.757	58.956	28.861	35.74
P2RY8	93.471	78.842	44.831	30.84	0.51375	17.136
MPEG1	62.392	6.8683	0.14933	0.66276	0.04125	195.5
GALK1	41.42	20.457	57.164	4.8319	84.154	57.505
RAMP2-AS1	43.736	60.344	72.673	42.716	24.34	21.565
SLC40A1	0	19.1	6.0623	43.027	37.533	159.58
MRPS10	67.33	62.977	63.682	4.8555	34.718	31.642
C11orf48	43.694	50.95	61.687	27.527	38.717	42.466
NUB1	38.215	56.774	60.763	51.041	33.954	24.284
WDR46	23.861	45.67	59.023	34.759	76.932	24.757
KCTD20	44.028	46.436	34.433	56.003	53.277	30.773
SUGT1	49.382	69.54	59.297	29.977	23.872	32.874
ABLIM1	54.91	53.907	39.414	70.427	46.078	0.097682
TBXAS1	10.879	16.13	5.0415	0	0	232.75
NOP16	60.254	35.044	33.193	55.326	58.867	22.076
TMEM69	49.876	30.085	38.431	46.866	73.741	25.739
MT1X	0	60.828	55.386	0	79.832	68.673
STX7	119.17	8.3445	23.171	43.81	25.779	44.371
DCUN1D1	54.879	46.649	43.221	31.034	67.007	21.649
PPIL3	62.502	40.912	51.136	23.674	58.225	27.889
MPPE1	32.135	65.957	71.544	38.885	24.555	31.225
DPM1	61.724	50.291	66.302	45.944	24.325	15.653
MX2	40.62	72.665	37.03	18.067	19.841	75.99
DAB2	0.20934	5.4272	0.71161	43.815	83.664	130.34
DLD	26.405	62.777	54.161	70	28.122	22.569
MNDA	22.531	0.76451	3.464	0	0	237.21
POLDIP2	27.08	31.26	56.581	43.374	74.567	31.059
MBP	65.589	52.925	86.802	0.37091	17.636	40.498
SNORD47	76.057	44.455	7.5896	0	113.09	22.589
NARFL	92.618	27.929	34.242	82.098	20.486	6.3956
ZBED2	0.22691	84.628	178.88	0	0	0
ZMAT5	45.093	47.947	45.38	36.538	43.75	44.998
HSD17B4	17.747	28.643	29.156	34.683	46.514	106.81
RBP7	0	0	0	213.91	0	49.625
CERCAM	0	2.0603	1.2367	1.1292	252.68	6.2401
SLC25A46	44.211	36.582	72.832	56.094	25.349	28.237
ZBTB20	49.72	30.406	23.91	124.26	22.366	12.358
GMPS	37.307	34.203	67.997	42.178	49.468	31.743
STAB1	0	0.032849	0.19815	163.77	0.033749	98.853
TMEM175	42.137	32.734	46.678	71.039	48.471	21.79
MEAF6	53.043	47.551	56.689	57.816	25.032	22.627
STYXL1	71.069	18.801	37.678	56.186	42.94	36.074
COPS7B	80.614	30.514	55.603	45.706	33.651	16.632
RUNDC1	59.242	48.495	55.968	53.785	25.151	20.055
MEOX2	0.043707	0.18843	0.019032	153.48	108.84	0.039146
DAPP1	166.63	42.023	13.495	0	0.14375	40.301
TBRG4	17.517	44.635	67.571	69.094	28.72	34.96
GABPB1	23.892	53.244	64.748	19.376	86.108	15.112
ST8SIA4	59.134	70.678	65.133	11.868	1.3825	54.28
ETS1	49.058	86.321	73.13	51.189	2.3888	0.24183
SKAP2	116.69	24.726	17.417	22.496	9.2202	71.739
YIPF5	36.903	53.288	38.578	45.151	64.147	24.14
C1orf123	4.9433	64.801	45.969	38.554	72.691	35.189
BET1L	57.495	27.23	59.994	37.93	60.224	19.25
TCF12	43.556	35.394	37.648	21.744	96.894	26.675
JMJD6	32.088	56.579	79.735	33.373	5.0513	54.956
TMEM159	57.65	39.988	25.851	31.453	90.502	16.284
BCAS4	161.22	24.023	71.027	4.9518	0	0.49097
MAP3K13	28.734	40.648	38.249	65.817	34.459	53.761
SEC23B	76.777	65.909	57.72	17.581	2.13	41.458
UBAP1	65.132	42.836	56.43	34.692	20.006	42.325
YY1AP1	18.113	80.791	77.898	7.7549	30.556	46.228
RNF41	72.881	52.954	54.522	31.324	11.35	38.289
SMU1	42.687	51.433	55.301	42.006	30.539	39.328
AARS	47.345	27.724	43.079	62.991	35.253	44.788
NSF	52.585	64.295	54.136	10.348	44.343	35.272
ADAMTS1	0.061288	0.056909	0.09772	220.92	39.778	0
HILPDA	33.817	20.543	9.9112	4.9738	70.218	121.44
IGF1	1.9039	2.5838	2.7075	0.76003	209.45	43.352
TIMM17B	69.046	48.696	58.953	0	25.154	58.854
PLRG1	84.262	45.793	36.654	54.367	30.584	8.9809
MIR155HG	91.171	41.557	112.35	1.9636	0	13.287
GLA	1.4102	20.8	23.315	22.146	52.414	140.1
DKC1	37.745	56.899	49.142	19.663	78.794	17.933
BCL6	63.887	37.85	44.022	17.64	49.909	46.798
DTD1	36.716	37.016	52.407	70.102	34.176	29.548
ERAL1	67.594	17.547	42.373	35.012	76.455	20.948
DDX56	29.19	39.333	64.892	101.13	10.872	14.504
TNFAIP2	1.6796	1.6362	1.0957	55.471	54.956	144.9
SLC39A3	18.072	45.786	45.997	109.41	13.256	27.159
SNRNP25	55	5.7731	21.051	33.62	107.36	36.654
INPP5F	58.897	37.197	116.11	31.756	5.0375	10.412
IVD	64.797	59.873	64.727	29.87	15.324	24.621
MRPL16	38.389	49.761	69.688	33.798	22.606	44.955
GOT2	19.991	46.866	69.156	57.929	47.237	17.87
DYM	53.564	52.389	58.468	33.331	35.471	25.736
DIABLO	34.707	61.322	69.108	31.242	17.44	45.029
ADAM10	37.918	64.677	48.193	38.388	14.526	55.029
ARL4A	25.747	24.727	10.568	165.99	1.9712	29.69
MTDH	51.233	43.359	40.257	60.559	26.884	36.316
NKIRAS2	27.637	18.881	41.048	118.18	11.248	41.549
TATDN1	83.6	19.132	48.286	37.594	42.895	27.023
AK3	21.028	43.28	62.537	37.277	68.218	26.185
RASA4	11.154	6.8734	11.275	207.2	6.6387	15.238
BRD8	41.296	41.543	56.553	62.455	32.604	23.812
SNORD10	49.475	40.974	24.746	16.077	63.166	63.588
CHRM3	39.37	60.588	53.287	58.504	28.832	17.203
LCAT	1.7212	2.8152	3.3863	204.62	41.333	3.8648
ST3GAL1	35.714	72.882	62.183	51.419	2.2463	33.268
XIST	26.266	44.826	10.487	129.83	14.809	31.393
SYTL1	70.151	105.13	76.998	0.98093	1.9674	2.3615
DPCD	15.402	1.9395	0.52427	10.206	201.73	27.74
CBWD2	54.89	56.879	35.412	37.737	48.846	23.741
POLE3	40.628	53.598	72.128	47.441	13.117	30.515
HSPA4	66.654	35.953	57.72	66.257	10.885	19.822
