Gene	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
SCLT1	5.9074	21.05	19.206	66.23	3.943	4.6449
MAGT1	12.871	24.093	37.948	12.719	16.912	16.414
LYRM2	21.927	20.457	29.461	5.7568	21.262	22.059
CCDC174	20.031	12.718	29.157	19.579	15.207	24.209
THEM4	12.23	2.5008	18.144	0.701	56.001	31.3
RASGEF1B	37.866	47.895	12.045	2.6768	5.653	14.696
MALSU1	15.949	13.147	26.119	20.373	22.817	22.371
ANKH	13.805	4.0237	27.225	1.2002	42.639	31.849
SLC25A22	19.257	13.716	41.397	4.5992	18.041	23.705
GM2A	33.534	64.662	8.9929	5.0252	4.6201	3.8746
GLCCI1	18.165	1.6571	51.541	11.219	18.654	19.463
SNRPD1	20.273	17.934	29.977	0.45666	24.722	27.312
TMEM182	21.437	8.4736	34.681	19.553	16.568	19.945
QSOX2	68.451	6.3464	18.151	2.4427	12.173	13.076
SAMD4B	22.751	17.079	24.163	27.089	14.695	14.857
PACS2	17.478	19.75	31.196	1.5826	25.292	25.323
ASB8	14.243	12.653	28.268	34.241	15.429	15.763
SPRYD3	11.111	17.164	27.435	30.317	17.034	17.507
EXOSC7	21.644	17.955	33.121	1.1896	25.097	21.489
TAF8	17.418	16.924	27.448	15.506	19.244	23.95
MCTS1	22.226	25.073	24.128	11.019	20.498	17.541
UBE4A	15.289	17.758	24.836	30.1	16.324	16.171
ZC3H13	20.374	12.715	30.873	16.467	19.634	20.404
MRPS27	26.978	15.037	27.021	0.3611	25.039	25.998
CEP192	24.784	13.695	29.747	11.183	20.127	20.864
TRERF1	1.952	11.536	28.852	29.782	20.194	27.95
PDE6D	20.429	21.288	27.267	16.011	18.083	17.166
CCNT1	17.478	7.1699	42.128	7.0737	18.632	27.745
NEMF	24.046	14.627	26.846	15.169	19.152	20.378
ECSIT	23.72	24.31	21.91	0.9558	24.912	24.396
KCTD17	16.987	28.135	29.602	0.074378	21.515	23.884
ZFYVE16	9.9027	17.562	18.395	61.873	5.7973	6.6401
RAC1P2	6.4912	38.38	1.5783	60.738	5.478	7.4872
7SK.31	43.918	7.8787	32.047	34.546	0	1.7618
C6orf226	16.388	17.718	31.015	5.0026	24.067	25.941
CRCP	16.784	18.847	31.732	16.888	16.44	19.429
ZSWIM7	24.954	29.595	22.058	2.4428	22.422	18.634
DYNC1I2	19.224	37.401	25.94	1.0107	19.477	17.031
RAB3GAP1	31.173	23.719	7.2016	12.147	26.421	19.366
LPCAT3	10.745	32.054	19.258	36.239	10.073	11.62
SPECC1L	23.958	10.318	22.128	18.651	20.616	24.317
UCHL5	14.794	15.173	46.178	6.9703	19.014	17.831
ZBTB25	21.084	4.4394	22.893	0.393	37.921	33.18
ZKSCAN1	25.648	13.317	27.886	14.263	21.008	17.753
KLHL18	19.771	32.511	20.501	18.847	10.104	18.117
MED1	23.495	13.192	30.095	12.322	22.538	18.209
RECQL	23.137	13.964	37.268	6.939	20.03	18.513
CCDC64	7.3515	0.0521	18.288	0.20179	44.701	49.245
IFFO2	12.324	16.02	38.472	0.13807	19.711	33.16
LTV1	26.21	20.446	29.212	0.3505	19.975	23.626
VPRBP	26.23	8.9936	31.633	2.0073	25.604	25.34
RTCA	17.294	19.806	32.674	8.1953	20.532	21.23
NAT9	27.555	25.743	17.6	3.4299	23.63	21.704
TMEM176B	0.23388	118.93	0.29491	0	0.077013	0.11883
NPHP3	26.625	11.098	22.919	10.952	26.335	21.687
NMD3	20.681	26.51	26.284	2.8697	21.275	21.956
COMMD2	19.709	18.102	31.848	11.618	17.904	20.352
GTF2IRD2	31.703	12.546	26.579	4.8649	19.854	23.968
IVD	24.968	15.454	36.527	2.0937	15.104	25.342
ERI3	23.149	19.692	28.052	0.38234	23.855	24.352
FAM160B1	10.687	11.64	23.588	43.54	12.6	17.418
CES1	0.62019	115.45	1.1223	0.12746	0.34917	1.793
RPA1	19.885	14.089	39.909	3.6967	23.911	17.928
LONP1	25.506	19.8	25.318	0.76479	24.14	23.811
TTC39B	3.8529	2.7306	48.815	0.55231	30.424	32.948
PSMD1	17.056	28.032	26.606	12.448	18.511	16.627
AC122108.1	11.564	18.163	16.858	49.714	12.097	10.866
AC159540.1	19.066	1.0735	40.791	0.10089	28.873	29.327
ARNT	16.582	31.628	23.77	19.381	14.238	13.58
NMUR1	0.13217	0.10421	111.7	0.13811	0.44156	6.6404
LSM12	15.396	28.553	27.101	11.205	19.055	17.81
PTRHD1	21.967	31.73	24.21	1.6942	20.197	19.306
EIF3J	19.366	22.939	31.718	4.5454	20.988	19.51
APBA3	22.057	10.827	23.028	16.442	24.125	22.525
RAP2B	6.3528	45.079	36.305	6.3438	11.115	13.805
RANBP6	23.241	8.1598	34.453	5.2144	23.293	24.639
SNX15	20.907	31.196	26.316	4.0915	18.818	17.666
COA4	21.928	30.978	26.776	0.063727	21.102	18.146
PTGES3P1	2.3281	7.3419	24.85	47.668	18.026	18.753
MRPL27	21.601	26.165	29.819	2.4742	16.611	22.258
RFC1	20.762	14.902	33.312	4.6517	22.094	23.116
YIPF5	12.096	21.27	24.266	13.146	22.093	25.918
TSPAN2	0.4067	5.6685	26.833	72.092	6.0321	7.7452
LETM1	23.35	15.56	37.272	0.87569	19.629	22.088
FAM126B	7.4216	7.847	18.386	67.121	7.8914	10.107
CERS4	35.614	7.8007	40.527	14.496	10.91	9.4179
CAMK4	2.0737	0.041686	0.8381	0.063722	65.447	50.282
RABEP2	55.792	9.1198	30.304	1.4658	9.8267	12.223
ZNF44	17.109	8.6927	33.992	14.625	23.762	20.549
ATP13A3	19.887	21.728	30.315	6.0437	21.051	19.638
EIF4EBP1	17.578	74.556	9.1843	4.0363	6.6587	6.6437
ARFIP1	10.938	14.703	15.221	64.717	6.0942	6.9746
BCL11A	102.74	13.047	0.2379	2.1243	0.22594	0.23768
C10orf76	30.783	23.262	23.961	4.227	17.744	18.63
CTR9	19.654	14.402	34.143	17.078	14.214	19.082
CEP170	28.208	34.404	8.0962	22.124	12.701	13.038
ATP5SL	19.472	24.044	29.53	6.6809	19.626	19.211
RINL	18.43	6.6382	36.177	22.411	17.907	16.985
LSS	19.508	7.6491	49.069	0.44606	20.331	21.489
SEPN1	11.35	43.236	13.959	3.1029	27.096	19.724
PP7080	20.072	6.6226	21.963	4.3753	37.172	28.233
DTD1	14.336	14.85	27.511	16.411	22.409	22.904
MRPS36	18.097	25.821	21.945	16.005	17.422	18.946
RBM18	13.784	21.539	33.994	17.062	13.807	18.028
MR1	14.885	27.366	31.556	16.315	12.981	15.108
CRAMP1L	21.523	10.578	50.258	6.3298	14.694	14.782
SLC16A5	3.1307	37.35	5.2612	61.448	7.9271	3.0433
R3HDM1	21.43	19.362	28.105	2.614	23.493	23.136
FBXL12	17.882	20.656	32.991	13.057	13.848	19.702
GNA12	49.434	23.936	17.254	0.55227	12.909	14.044
FBXO32	4.9199	2.2265	32.951	0.031861	28.931	49.043
RASA1	23.564	16.141	25.833	11.098	21.083	20.348
LINC00877	1.169	65.353	0.23281	51.235	0	0.072345
KCNE3	0.27448	59.149	1.0449	57.184	0.13864	0.25317
ZDHHC17	19.567	12.934	24.233	33.327	13.622	14.313
KDM1A	24.639	19.177	28.27	0.58433	22.8	22.477
AC133111.1	21.985	9.181	32.442	16.802	18.306	19.222
MRPL18	19.45	29.213	27.812	7.1376	19.158	15.112
YPEL1	18.126	1.2922	77.596	2.1036	4.9549	13.793
LPAR6	0.54911	37.905	36.065	3.812	29.473	10.04
LINS	10.675	5.7839	19.885	7.9787	43.694	29.793
FAM58A	33.194	17.774	21.949	5.3869	21.347	18.145
CBFA2T3	37.62	27.877	0.86395	51.294	0.046212	0.072345
MBD5	16.308	12.027	27.283	19.626	19.32	23.181
LINC00894	14.225	9.7384	48.271	6.3143	18.722	20.466
MUL1	19.527	15.258	29.788	15.072	15.248	22.783
SELM	19.547	3.2098	8.2107	0.59473	47.261	38.849
EI24	18.306	22.603	27.923	3.3457	22.864	22.625
VPS45	20.983	29.812	32.091	0.53959	18.301	15.886
FASTKD5	17.444	16.58	32.583	12.459	17.157	21.281
PHF20	18.191	13.193	23.314	28.612	16.301	17.887
RPUSD1	19.207	22.831	31.952	10.381	15.552	17.562
UBA5	21.421	12.453	42.059	0.54163	19.56	21.416
CARKD	24.212	17.476	22.786	2.1139	25.724	25.13
GHDC	27.665	28.16	25.244	6.2454	13.962	16.138
NUDT21	19.231	21.991	24.916	8.4834	23.422	19.321
F5	0.10167	41.539	0.27934	64.901	9.6787	0.72847
NUP205	26.885	12.641	29.629	0.78272	22.811	24.415
ZNF362	15.841	21.57	33.545	9.3256	17.644	19.232
RP11-497H16.7	1.3216	65.451	1.9554	46.395	1.032	0.99208
MRPS18C	18.027	26.639	22.342	19.774	17.857	12.483
KLRC1	0	0	111.47	0	0	5.6261
AC139256.2	21.481	9.5516	30.953	0.21773	27.98	26.881
SLC8B1	7.8171	20.956	9.5447	29.633	30.646	18.422
MICA	18.526	14.361	23.901	18.022	23.03	19.176
RNF144B	6.689	45.956	0.98298	60.452	1.5456	1.3229
KIAA0513	0.9049	46.994	6.042	53.835	4.872	4.2937
GFM1	19.451	21.157	33.052	3.5156	18.91	20.85
HEATR5B	32.958	11.015	28.72	5.1633	20.812	18.26
WDFY2	21.056	32.684	17.64	26.019	9.826	9.6915
AP3M1	21.33	20.929	33.515	10.645	13.34	17.082
ILVBL	21.057	18.913	33.367	0.25491	19.564	23.681
RRM2B	23.28	15.018	11.175	57.257	4.4769	5.6272
ZNF615	19.218	10.62	29.297	19.733	17.257	20.7
HLX	4.1989	26.543	1.4951	84.431	0	0.041337
CDC14A	7.2604	6.4923	15.356	6.5046	46.734	34.322
TMEM33	8.3248	24.098	17.142	47.827	8.6513	10.612
CCDC22	24.149	28.757	22.525	1.8798	19.598	19.697
SEC24B	18.766	15.986	25.424	18.883	18.421	19.104
AC005488.1	33.591	2.9282	25.396	0.084969	29.356	25.175
RYBP	10.806	13.809	13.834	60.753	9.6474	7.6735
POC1B	18.22	20.283	30.142	19.368	13.596	14.88
GPN1	17.697	19.583	36.303	1.8488	19.769	21.277
WDR75	27.846	14.685	25.407	0.31857	24.196	24.012
RP11-875O11.1	22.232	12.016	32.885	19.011	12.591	17.646
CREM	8.7933	8.0452	43.2	11.705	19.574	24.994
CENPBD1P1	11.945	25.442	15.929	38.479	11.131	13.382
VPS13C	35.171	13.183	33.493	3.3355	14.591	16.525
ANKRD17	18.792	13.485	29.436	14.699	18.453	21.4
CCDC28A	13.975	18.268	18.261	39.538	12.692	13.53
MEF2A	31.158	32.588	12.017	21.273	9.8938	9.3318
HMGCS1	28.051	13.682	33.1	9.3035	11.379	20.736
ACBD3	37.706	13.567	23.695	12.373	12.05	16.832
SPPL3	16.561	21.27	23.241	20.71	15.76	18.651
GGT1	8.7605	29.291	7.1724	38.738	19.141	13.047
PIKFYVE	37.689	13.86	21.877	17.402	12.096	13.206
MBOAT2	0.33549	7.9206	2.4526	104.11	0.74964	0.48573
CTD-2619J13.14	19.57	13.411	22.26	33.182	13.502	14.074
LILRB4	1.7178	108.08	0.31551	5.5862	0.08729	0.2015
MRPS26	25.824	15.956	30.081	0.27616	23.255	20.593
STAG3L5P	27.762	3.8137	44.938	2.8471	16.897	19.727
OMA1	26.604	14.174	21.931	17.024	19.897	16.327
MRPL47	16.753	20.763	28.926	6.7658	18.105	24.641
PIP5K1C	13.546	26.063	35.652	12.161	13.601	14.916
RNF41	31.12	27.377	17.228	20.104	9.6476	10.458
ADCY3	36.354	7.1175	9.71	0.4038	34.553	27.731
HSF4	10.17	27.727	14.36	6.7119	37.664	19.165
METTL5	24.178	17.528	21.516	2.1881	30.401	19.887
TAF5L	16.342	15.227	38.822	3.2291	19.478	22.576
DEPDC5	32.099	18.572	30.375	4.4657	13.494	16.643
METTL7A	52.462	40.813	17.693	0.49939	1.9869	2.1444
DNAJC13	19.154	27.961	22.807	14.929	15.351	15.378
CXorf56	20.779	22.021	26.59	8.0723	16.579	21.437
SLC25A46	22.28	23.146	26.953	7.8316	19.571	15.676
TBC1D25	17.655	11.902	33.879	16.284	15.983	19.738
LONP2	23.901	15.286	27.219	4.4978	22.688	21.828
NOM1	23.731	10.87	34.511	0.67984	20.292	25.267
WI2-3658N16.1	20.223	15.033	27.026	1.9064	27.851	23.289
TESC	6.6175	60.692	24.64	10.907	3.4401	8.9077
PPARD	24.891	11.754	18.016	10.89	27.119	22.534
RRAGC	26.615	19.571	18.159	31.129	11.126	8.4954
PCNX	9.5986	11.452	20.754	41.258	16.896	15.09
TPGS2	16.428	17.593	30.73	5.0086	23.514	21.763
MAVS	19.124	21.133	26.697	10.824	19.658	17.571
PPP2CB	15.486	30.641	27.657	9.6479	15.604	15.962
TNIK	1.352	1.72	53.189	1.38	28.183	29.123
ERCC6L2	17.068	9.7648	27.229	7.8621	25.59	27.419
SURF6	22.537	15.603	29.313	10.366	17.348	19.732
ATP6V1H	18.562	19.823	25.298	14.955	19.045	17.181
C18orf25	14.682	11.171	20.579	23.099	24.263	21.029
FCF1	19.181	19.58	26.743	10.815	20.238	18.251
CCDC186	15.12	9.5523	28.9	25.154	16.314	19.659
AGA	19.702	22.471	26.197	1.8271	21.493	22.993
VAPB	18.756	10.055	23.141	20.059	22.884	19.77
ZNF274	28.75	6.5652	17.364	25.404	19.071	17.44
COMMD10	22.246	25.956	26.103	1.5082	19.611	19.128
SLC35E1	19.158	23.291	27.786	15.24	13.621	15.451
PLAA	12.688	23.095	32.793	12.141	13.948	19.855
CAD	25.853	9.2856	25.473	3.6365	23.95	26.289
SNAPC5	19.804	16.183	26.538	9.0411	21.493	21.419
IGKV1-27	114.45	0	0	0	0	0
MCM9	21.473	12.149	31.575	8.5712	18.272	22.358
CHMP6	14.131	21.48	29.265	9.4625	20.078	19.933
RP5-966M1.6	16.201	24.042	21.826	8.7933	21.612	21.75
CTA-221G9.10	22.526	1.7456	5.3439	0.91876	49.272	34.415
TNPO2	22.337	12.359	28.328	6.8321	21.703	22.635
MYL5	24.84	23.427	29.371	7.0629	12.409	17.034
RABGAP1L-IT1	21.1	13.276	32.942	19.299	12.716	14.803
MNT	12.24	27.324	17.673	28.933	13.191	14.772
UBALD1	14.611	23.462	29.051	26.527	9.384	11
MAP3K5	11.995	16.402	17.234	44.917	11.789	11.694
NDOR1	20.01	18.613	25.657	15.06	17.349	17.342
AL445248.1	24.02	13.851	27.846	15.054	14.175	19.066
KIR2DL3	0	0	108.42	0.053106	0.13348	5.3631
MGAT5	49.827	6.5139	19.541	8.1677	16.836	13.042
ZBTB38	16.528	7.6906	40.733	5.7206	18.847	24.341
AL136304.3	18.011	14.75	31.94	17.615	15.191	16.341
COMMD1	19.629	27.983	27.079	1.68	19.175	18.297
MROH1	20.516	22.352	22.803	4.7077	23.478	19.95
MAP2K4	9.5468	11.724	11.991	62.796	8.4968	9.209
FUZ	18.128	12.026	17.42	35.577	14.63	15.976
HDGFRP2	16.001	19.341	22.642	24.303	17.159	14.263
ZNF830	23.666	7.0545	27.195	17.819	17.718	20.242
EFR3A	19.602	23.468	27.483	14.635	14.546	13.944
ADPRM	23.506	5.6169	12.649	5.0506	41.86	24.973
FAM103A1	14.193	12.704	25.759	25.248	16.574	19.16
NUP54	21.776	14.758	34.297	3.5897	18.637	20.524
DAPK2	3.9658	1.1149	6.2082	99.757	0.52361	1.9892
ELK3	14.495	26.48	19.384	3.1766	29.943	20.018
AC010507.2	1.6216	10.895	1.6143	95.059	1.4633	2.8004
MICB	17.224	17.289	29.031	20.37	14.273	15.231
ACAD11	20.253	10.286	28.768	0.5523	25.507	28.042
MED8	14.994	19.301	26.894	24.206	13.268	14.623
SDAD1	24.166	12.974	28.739	0.45672	25.678	21.261
TIPRL	14.353	17.176	25.257	20.74	18.328	17.419
CNEP1R1	8.8762	16.554	19.271	43.559	11.858	13.107
RPP30	22.667	20.417	27.542	0.95673	21.105	20.517
COG8	21.835	13.486	26.753	8.9101	22.144	20.058
PMS2CL	18.729	10.181	29.062	12.268	21.081	21.802
AGO2	13.919	15.169	23.589	33.531	13.504	13.372
GGT7	19.233	10.691	15.485	0.77529	37.789	29.105
VPS37A	14.447	21.506	31.799	17.619	12.851	14.819
GCC1	18.684	10.91	23.651	22.821	15.825	21.146
USPL1	30.504	12.986	28.065	8.0085	15.393	18.075
TARS2	26.749	13.424	30.086	4.1738	18.283	20.301
HAT1	14.689	23.469	22.388	22.481	15.61	14.338
RBM48	21.175	9.4716	28.071	9.262	19.799	25.179
RP11-326C3.7	10.613	2.8291	24.844	20.308	27.053	27.285
RPRD1A	24.165	17.779	21.827	14.502	18.152	16.503
EIF5B	19.05	14.049	29.707	1.6258	24.435	24.029
MRPS18A	21.084	21.047	26.899	6.1818	18.637	19.034
CD1D	19.196	90.24	0.056915	3.1439	0.041077	0.10335
RNF25	17.871	11.213	30.583	12.995	17.721	22.398
RNF20	15.645	18.1	24.319	22.783	15.953	15.977
SULT1B1	0	15.892	14.676	69.28	8.4926	4.4289
KIF13A	3.5073	33.952	8.5463	66.341	0.2105	0.21186
C5orf24	21.52	11.965	33.463	3.8555	20.559	21.331
CEP104	21.581	15.46	34.465	7.6144	17.006	16.55
C3orf62	5.7951	11.891	9.6403	67.911	8.6104	8.8235
PYGO2	20.555	9.4825	26.51	11.912	21.672	22.457
PTK2	30.585	14.411	23.591	19.511	12.292	12.19
MRPL12	16.215	28.301	27.069	1.5091	18.16	21.314
MRPL40	26.31	17.997	25.524	3.3572	20.507	18.689
LENG1	17.081	10.055	30.094	12.192	18.952	23.994
CYB5A	40.61	11.577	20.431	0	17.47	22.249
SLFN12L	0.84411	0.29179	61.055	0.15932	21.528	28.431
FAM153A	1.9014	0.14592	0.36722	0.16995	65.609	44.037
TRIM4	21.604	15.486	24.367	5.5231	23.563	21.61
NRM	22.888	42.594	12.572	17.364	8.7791	7.9479
LRRC4	0.50832	4.7	0.75542	105.5	0.18995	0.49085
TRAPPC8	16.675	12.83	23.169	30.201	14.361	14.886
ORC4	17.752	12.173	24.447	20.287	19.332	18.124
IKBIP	3.9041	16.58	4.7067	82.761	1.8431	2.3048
5-Mar	12.342	18.185	23.658	32.628	12.621	12.628
RP1-283E3.4	22.72	6.5141	31.166	6.966	25.811	18.864
RPSAP47	25.87	7.0865	13.853	0.22309	34.405	30.601
ICOSLG	91.615	11.579	0.88982	0.56289	4.6517	2.6867
NIPAL3	16.533	4.5541	21.424	1.3596	38.81	29.292
ATXN2	18.47	15.507	28.369	14.307	15.898	19.387
ZNF672	26.065	21.334	22.846	14.296	12.838	14.518
MTHFD2	8.0614	40.539	29.108	3.3669	14.699	16.1
DNAJC19	21.431	12.077	25.578	1.0515	28.18	23.536
MAP1LC3A	6.1211	4.4189	6.488	84.239	4.6472	5.9366
KIAA0196	19.466	28.016	26.516	8.2443	14.304	15.298
GTDC1	13.827	11.192	25.748	29.741	9.1866	22.142
TOR1B	9.2405	23.385	27.949	31.415	8.1941	11.562
KIAA0232	6.2817	15.529	17.874	55.737	6.9309	9.3073
SLC40A1	0.20331	14.36	1.0296	67.513	25.482	3.0584
ATMIN	16.773	18.048	30.254	4.312	21.013	21.147
DCAF13	23.852	18.839	34.085	1.5818	17.093	16.094
GNGT2	5.9822	13.568	69.501	2.1134	4.0608	16.3
SNAPIN	17.06	37.061	23.446	8.6879	13.815	11.441
ZNF586	16.463	9.9628	15.19	37.323	16.104	16.438
NFKBID	45.362	21.081	15.204	16.919	6.1715	6.7231
ASGR2	0.17282	111.2	0.036211	0	0	0.041332
ZNF525	32.392	2.9912	43.443	1.4657	14.657	16.446
ADIPOR2	13.826	24.771	30.558	16.797	11.413	13.983
GPATCH3	18.694	18.694	33.397	7.3393	12.307	20.868
FAM173A	18.694	22.572	33.808	1.0408	10.238	24.941
PGAP2	20.341	9.7224	16.711	24.404	21.139	18.952
TRIM3	11.025	20.663	35.55	4.5084	17.56	21.947
TNPO3	18.411	16.131	25.593	19.233	15.382	16.478
PDZD8	6.4958	13.525	25.15	39.505	8.0809	18.449
WAC-AS1	16.35	25.874	22.26	18.274	13.699	14.747
AMPD3	34.052	18.726	4.8059	35.888	9.9502	7.7769
VBP1	13.748	19.206	22.918	23.68	18.105	13.491
GAPVD1	15.627	17.004	24.101	25.524	13.299	15.578
RPS6KB1	20.402	15.047	25.697	10.079	18.83	21.065
CCBL2	17.059	20.694	21.142	17.598	18.642	15.939
SLC9A1	8.0519	19.3	19.448	40.371	11.254	12.645
RBX1	18.53	29.533	20.872	6.8447	18.551	16.646
STAU2	13.267	12.641	33.578	17.14	15.157	19.193
TEP1	31.205	18.685	22.513	18.876	8.4155	11.274
AC084219.4	23.673	10.213	31.015	8.3215	19.12	18.601
LTB4R2	7.0257	26.055	39.258	7.0438	14.57	16.924
GBP3	9.2536	15.361	32.706	9.7503	19.312	24.483
GTF3C1	11.153	10.733	45.207	7.5306	10.843	25.367
NAA40	25.407	5.0966	47.29	1.6357	12.585	18.799
UVRAG	37.591	18.685	19.753	13.824	9.4422	11.474
POLR3C	22.66	23.698	25.348	2.995	18.315	17.683
NHLRC3	25.223	17.839	33.709	0.91814	15.544	17.465
CDK19	14.529	15.631	18.732	48.507	6.4845	6.7894
DCTN5	17.874	17.863	32.397	6.417	17.362	18.74
GCN1L1	24.398	9.7017	28.451	0.96654	23.578	23.458
GART	23.739	17.269	27.324	2.3409	19.803	20.063
ELK4	26.462	10.712	27.498	1.8055	20.826	23.226
ZNF410	15.816	18.593	27.775	14.756	15.927	17.532
TMED1	11.224	25.126	32.762	15.252	10.777	15.237
PDE6B	23.882	4.7628	31.984	0.2655	23.968	25.475
RAB11FIP2	25.029	13.16	23.244	9.0804	17.481	22.335
RHNO1	19.464	14.787	17.306	1.2535	28.903	28.597
ATXN1	3.3238	15.831	19.234	36.332	14.313	21.247
EPHX2	4.3312	0.26055	4.1283	0.57351	68.574	32.399
LYRM1	15.797	12.558	13.744	41.445	13.986	12.722
RNF214	17.887	16.059	19.266	4.4188	33.672	18.941
PDCL3	14.049	15.849	31.127	0.70119	24.541	23.973
PSMG2	14.59	30.171	23.977	5.9651	18.419	17.072
ZBTB2	16.009	14.392	29.87	13.011	16.356	20.486
PMS1	28.191	8.7114	30.637	1.3701	18.746	22.404
HAVCR2	1.3421	32.559	70.753	0.63722	1.7507	2.997
HENMT1	4.8142	9.6031	56.366	7.8277	11.347	20.042
WDR54	19.929	4.0016	29.236	0.26554	25.501	31.03
C1orf35	19.807	13.339	28.621	2.8596	23.543	21.793
TRAT1	0.040664	0	1.79	0	80.928	27.2
MTF2	21.026	13.068	28.749	10.217	18.484	18.347
REXO4	25.234	10.963	27.048	0.13807	21.718	24.753
NVL	26.503	10.975	27.729	2.4113	20.864	21.283
TTN-AS1	15.321	14.573	17.288	36.695	12.698	13.175
KIZ	20.74	10.448	24.207	17.197	17.769	19.354
AVL9	16.53	17.133	21.734	28.411	12.399	13.484
TRIM56	21.976	10.474	29.739	21.318	13.946	12.209
CSNK1G3	38.28	11.434	23.594	8.2974	11.804	16.234
KRCC1	20.7	15.612	17.896	31.516	14.078	9.8074
ARL17A	27.465	9.806	29.728	3.9628	20.396	18.156
LZIC	14.561	22.355	20.891	14.458	19.606	17.515
RAPGEF6	15.918	4.7103	20.688	13.452	28.471	26.141
TAB3	16.472	14.993	20.805	27.47	14.78	14.836
CARHSP1	13.976	15.009	30.439	20.423	14.244	15.265
ACBD5	11.752	17.515	39.597	9.3255	11.548	19.608
CDK4	23.618	18.675	27.292	0.23365	21.914	17.586
C12orf65	21.07	5.2525	21.106	5.173	30.277	26.41
DNPH1	28.098	20.082	7.1434	0	30.276	23.681
DOT1L	22.195	18.945	37.745	3.6538	12.605	14.126
PSMG4	20.01	14.671	19.154	5.5762	27.978	21.859
PGM2	7.6163	28.012	17.875	41.769	6.331	7.6417
RN7SL151P	5.6424	14.675	21.909	32.799	13.659	20.474
TIMM9	24.215	17.568	17.591	0.80728	27.023	21.914
TAF6L	25.583	17.187	25.058	0.87093	19.229	21.164
IFT80	27.265	5.3455	26.48	4.9591	23.291	21.73
HSD17B7	24.466	8.2949	31.081	7.8899	17.991	19.33
CUL5	17.427	20.706	32.715	1.8163	14.582	21.801
OIP5-AS1	26.108	14.267	24.589	4.2131	21.534	18.311
ZMAT1	39.265	6.1702	18.427	3.6963	21.117	20.339
UTP15	18.237	8.7007	33.288	0.60358	20.645	27.524
TBL1XR1	18.826	11.109	20.827	26.491	15.758	15.986
SAMM50	22.346	23.506	25.885	0.67982	20.317	16.239
TMEM161B-AS1	21.411	5.1065	32.39	1.2108	26.194	22.645
PIGH	22.103	14.507	28.828	5.6924	17.363	20.441
ZBTB11	16.267	18.147	28.306	10.582	15.819	19.802
PNMA1	12.71	4.1584	26.518	1.6357	28.207	35.693
SEL1L	9.7308	23.822	22.264	35.155	8.6156	9.3307
KRAS	10.797	16.153	20.672	35.017	14.17	12.101
TRPT1	31.116	11.069	23.68	11.094	15.491	16.441
ZNF524	13.643	34.389	15.134	15.442	18.028	12.247
ABCC1	22.041	20.082	14.725	5.1654	24.903	21.93
ENOPH1	17.001	15.767	31.689	0.23383	22.34	21.79
CH17-472G23.2	11.408	4.7	40.337	4.8449	22.801	24.72
NCBP1	21.06	13.432	30.931	3.0699	18.591	21.689
SEC23B	13.236	32.066	23.201	17.026	11.675	11.537
MORC2	15.658	9.558	17.846	1.6781	36.351	27.539
MRPL22	17.13	17.1	30.741	4.3438	18.488	20.705
DIS3	21.394	12.714	26.911	7.4059	17.599	22.395
CTDP1	12.76	16.424	18.754	33.019	13.858	13.575
TRAPPC11	21.399	18.806	26.996	11.358	15.12	14.702
ACADM	34.533	18.539	21.573	1.2853	17.283	15.094
CEP57	21.742	12.392	24.918	6.2988	23.589	19.366
DHDDS	20.522	18.778	26.045	7.657	17.754	17.52
LRRC8D	18.351	29.168	17.637	4.0892	24.277	14.693
CDR2	5.502	3.3555	9.0105	0.35051	48.201	41.789
ZNF277	15.566	27.575	16.226	4.4946	23.308	20.984
ANKFY1	14.284	18.664	25.327	19.723	14.511	15.642
NSL1	17.46	17.048	21.416	22.321	16.666	13.219
PIP4K2C	10.371	9.2448	38.157	19.471	14.353	16.443
PRR33	16.282	14.725	20.745	37.428	9.0783	9.7236
GINM1	19.567	26.762	14.541	25.758	11.055	10.143
EMC1	18.087	22.454	29.614	0.61081	17.629	19.376
PGAP3	16.231	9.4725	39.328	1.2744	19.426	21.961
OSBP	17.58	15.966	24.27	11.508	18.514	19.81
GOLGA8IP	4.8953	8.176	81.276	1.7046	3.9482	7.6362
ARIH1	18.53	14.673	23.928	16.248	16.955	17.248
PIK3CA	20.17	11.37	21.925	25.392	14.309	14.399
FOXK1	17.232	14.569	28.905	4.6947	19.576	22.573
C17orf103	4.0524	13.725	13.742	62.615	6.0947	7.2485
INTS12	18.655	14.09	24.169	13.393	17.208	19.95
USP8	20.631	21.248	20.579	20.496	11.378	13.115
PUS1	32.775	13.954	16.944	0.15946	23.267	20.332
JOSD2	9.4336	35.227	23.048	4.4711	17.773	17.433
TRAK2	30.612	10.806	18.154	5.6095	23.052	19.086
GTF2H2C	18.494	12.64	22.461	20.253	18.099	15.341
ATL2	23.401	15.34	25.343	9.3577	15.227	18.553
ATP6V1C1	14.403	25.845	17.069	30.587	9.8379	9.4105
ABHD15	21.4	7.7224	48.429	0.23365	11.641	17.711
ZBTB21	23.173	21.827	21.232	4.4685	14.506	21.913
DENND1A	9.0797	48.52	13.376	20.968	6.6016	8.5409
WSB2	7.6769	27.707	19.908	20.71	13.949	17.135
PRMT7	19.162	8.8996	28.68	1.0196	24.881	24.411
TAB1	18.242	19.8	24.432	1.5826	21.597	21.372
AC017116.11	34.644	4.3924	5.8719	37.707	11.516	12.892
